osmid,shape
299611403,POINT(-8.5936464 41.163723)
299611499,POINT(-8.5938851 41.1626432)
299611503,POINT(-8.5937772 41.1631353)
299611581,POINT(-8.5939183 41.1624795)
299611634,POINT(-8.5925472 41.162923)
299611684,POINT(-8.5982633 41.163758)
299611700,POINT(-8.6040909 41.1618377)
299611722,POINT(-8.5995483 41.1632619)
299611755,POINT(-8.6009255 41.1643229)
299612189,POINT(-8.598099 41.161912)
299612344,POINT(-8.5940372 41.1619421)
299612349,POINT(-8.5964588 41.1622187)
299612350,POINT(-8.5980107 41.1624585)
299612405,POINT(-8.5967326 41.1609094)
299612947,POINT(-8.5918796 41.1608324)
299613131,POINT(-8.5915076 41.1615956)
299613187,POINT(-8.5891026 41.1601792)
299613373,POINT(-8.5922623 41.1604501)
299613395,POINT(-8.5899208 41.159731)
299613396,POINT(-8.5902774 41.1598424)
299613430,POINT(-8.5905659 41.1599305)
299613476,POINT(-8.5907318 41.1592782)
299613571,POINT(-8.590238 41.1612208)
299613573,POINT(-8.5926032 41.1598657)
299613574,POINT(-8.5899597 41.1611307)
299614041,POINT(-8.5935755 41.157713)
299614042,POINT(-8.5911835 41.1570697)
299614078,POINT(-8.5938218 41.1577934)
299614252,POINT(-8.5977157 41.1592077)
299614329,POINT(-8.5977909 41.1588814)
299614331,POINT(-8.5964612 41.1579977)
299614420,POINT(-8.5955894 41.1579315)
299614426,POINT(-8.5956787 41.157463)
299614518,POINT(-8.5989783 41.1536555)
299614580,POINT(-8.5971142 41.1570662)
311886214,POINT(-8.6651286 41.156067)
311886215,POINT(-8.6654291 41.1558764)
311886688,POINT(-8.6851627 41.1662253)
311886808,POINT(-8.6866425 41.1644728)
311886810,POINT(-8.6846302 41.1651386)
311886862,POINT(-8.6790833 41.1552325)
311886864,POINT(-8.6853666 41.1648949)
311886933,POINT(-8.6857439 41.162891)
311886935,POINT(-8.6837475 41.1634715)
311887110,POINT(-8.6754926 41.1568045)
311887112,POINT(-8.6734964 41.154685)
311887141,POINT(-8.6762874 41.1564501)
311887142,POINT(-8.6757384 41.1557574)
311887143,POINT(-8.6744482 41.1541382)
311887235,POINT(-8.6710565 41.1616063)
311887298,POINT(-8.6713619 41.1617855)
311887301,POINT(-8.6760337 41.162938)
311887302,POINT(-8.6790969 41.1612497)
311887303,POINT(-8.6818565 41.1600632)
311887304,POINT(-8.6837305 41.1593345)
311887306,POINT(-8.6808775 41.1559268)
311887368,POINT(-8.6791299 41.1582876)
311887395,POINT(-8.6778668 41.1577113)
311887398,POINT(-8.6766281 41.1553319)
311887399,POINT(-8.6771031 41.1526019)
311887521,POINT(-8.6745014 41.1495708)
311887523,POINT(-8.673577 41.149592)
311887525,POINT(-8.6731826 41.1492662)
311887526,POINT(-8.6731323 41.1491617)
311887529,POINT(-8.672228 41.1549202)
311888505,POINT(-8.6709945 41.1544027)
311888509,POINT(-8.668079 41.1532351)
311888512,POINT(-8.664668 41.1527945)
311888514,POINT(-8.6613144 41.1528777)
311888519,POINT(-8.6576429 41.1540856)
311888522,POINT(-8.6591644 41.1559447)
311888526,POINT(-8.6665838 41.1529877)
311888619,POINT(-8.6648302 41.153781)
311888633,POINT(-8.667312 41.1530739)
311888682,POINT(-8.6656348 41.1559696)
311888684,POINT(-8.6655908 41.1562193)
311888690,POINT(-8.6667985 41.1573843)
311888766,POINT(-8.6648558 41.1570749)
311888768,POINT(-8.6644365 41.157131)
311888773,POINT(-8.661785 41.1530975)
311888776,POINT(-8.661801 41.1528233)
311888898,POINT(-8.6751274 41.1549748)
311888920,POINT(-8.6770722 41.1517579)
311888927,POINT(-8.6755393 41.1522237)
311888928,POINT(-8.6741661 41.1530345)
311888929,POINT(-8.6738978 41.1544446)
311889074,POINT(-8.6597762 41.1566764)
311889356,POINT(-8.6411909 41.1579384)
311889366,POINT(-8.6369246 41.156824)
311889375,POINT(-8.6387697 41.153116)
311889376,POINT(-8.6402681 41.1534715)
311889445,POINT(-8.637468 41.1557405)
311889487,POINT(-8.6416044 41.1565961)
311889489,POINT(-8.6424267 41.154071)
311889583,POINT(-8.6413903 41.1572905)
311889597,POINT(-8.6415279 41.1568565)
312402722,POINT(-8.6720922 41.1633477)
312402725,POINT(-8.672235 41.1621876)
312403078,POINT(-8.6735257 41.1605653)
312403300,POINT(-8.6739005 41.1582821)
312403572,POINT(-8.6759933 41.1606325)
312403809,POINT(-8.6762395 41.1635469)
312403827,POINT(-8.683213 41.1603718)
312403836,POINT(-8.6822286 41.1607393)
312403909,POINT(-8.6804782 41.1614439)
312404122,POINT(-8.6817975 41.162002)
312404715,POINT(-8.664413 41.1602218)
312404716,POINT(-8.6634637 41.1588935)
314027917,POINT(-8.6624353 41.1590971)
314028301,POINT(-8.6605392 41.1563902)
314028302,POINT(-8.6600005 41.1556013)
314028345,POINT(-8.6637365 41.1585868)
314040692,POINT(-8.6613201 41.1550836)
314040897,POINT(-8.6615375 41.1529646)
314041235,POINT(-8.6682528 41.1610264)
314041342,POINT(-8.6670557 41.1592641)
314041366,POINT(-8.6661923 41.1615286)
314042698,POINT(-8.6722483 41.1554473)
314043899,POINT(-8.6602705 41.1573967)
314043975,POINT(-8.6636813 41.1560667)
314044269,POINT(-8.661796 41.1581859)
314044478,POINT(-8.6617567 41.1581297)
314044811,POINT(-8.6657172 41.1554742)
314046052,POINT(-8.6637417 41.1573574)
314046219,POINT(-8.6619943 41.1548196)
314046502,POINT(-8.6624583 41.1546405)
314046505,POINT(-8.6627157 41.1546467)
314046541,POINT(-8.6625619 41.1544307)
314047258,POINT(-8.6704889 41.156129)
314047355,POINT(-8.6713635 41.1574301)
314047357,POINT(-8.6715358 41.1574604)
314047582,POINT(-8.6711037 41.157406)
314047589,POINT(-8.6657905 41.1590308)
314047728,POINT(-8.6654294 41.1581171)
314047991,POINT(-8.6649022 41.1583246)
314048124,POINT(-8.6694747 41.1575758)
314048155,POINT(-8.6689159 41.1567516)
314048166,POINT(-8.6679129 41.1581876)
314048268,POINT(-8.6673318 41.1573712)
314048417,POINT(-8.6613338 41.1597324)
314048477,POINT(-8.662884 41.1620131)
314048657,POINT(-8.6622466 41.1610714)
314048689,POINT(-8.6618252 41.1604855)
314048763,POINT(-8.6620569 41.1608232)
314073996,POINT(-8.665198 41.1613271)
314074035,POINT(-8.6644628 41.16164)
314074036,POINT(-8.6614553 41.1623872)
314074258,POINT(-8.6689107 41.1521569)
314074281,POINT(-8.6688609 41.1526781)
314074321,POINT(-8.6697971 41.1526878)
314074370,POINT(-8.6492137 41.1543467)
314074571,POINT(-8.6500288 41.1542492)
314074573,POINT(-8.6501468 41.1542562)
314074579,POINT(-8.650384 41.1547359)
314074592,POINT(-8.6515253 41.1564508)
314074702,POINT(-8.6551931 41.1592887)
314075061,POINT(-8.6800301 41.1549133)
314075173,POINT(-8.6781186 41.1555793)
314075175,POINT(-8.6759622 41.1545629)
314075177,POINT(-8.6746855 41.1571788)
314075196,POINT(-8.6772235 41.1560105)
314075202,POINT(-8.6783724 41.1574139)
314075458,POINT(-8.6617114 41.1504148)
314075469,POINT(-8.6622397 41.1506731)
314075473,POINT(-8.6624995 41.1521511)
314075477,POINT(-8.6626795 41.1527794)
314075497,POINT(-8.6625328 41.1507784)
314075504,POINT(-8.662438 41.1504273)
314075546,POINT(-8.6581918 41.1508712)
314075581,POINT(-8.6590483 41.1530949)
314075583,POINT(-8.6587373 41.15354)
314075584,POINT(-8.6592457 41.1533161)
314075624,POINT(-8.6620778 41.1573896)
314075625,POINT(-8.6614084 41.1576361)
314075626,POINT(-8.660635 41.1579311)
314075627,POINT(-8.6616995 41.1568444)
314075647,POINT(-8.6611989 41.1561293)
314075673,POINT(-8.6776365 41.1565226)
314075690,POINT(-8.6768236 41.1568837)
314075691,POINT(-8.6754007 41.157541)
314536503,POINT(-8.5586181 41.1562527)
314536515,POINT(-8.5634198 41.1587905)
314545211,POINT(-8.5790716 41.1493722)
314549177,POINT(-8.6169171 41.1448273)
314553196,POINT(-8.6437992 41.1675639)
314553222,POINT(-8.6491802 41.1524367)
314553861,POINT(-8.6681494 41.1517768)
314555992,POINT(-8.6302935 41.1551671)
316511863,POINT(-8.6107657 41.1677569)
316511864,POINT(-8.6084611 41.1695191)
316511865,POINT(-8.6066358 41.1705066)
319327503,POINT(-8.5905991 41.1689201)
324811352,POINT(-8.6373671 41.1722704)
335560376,POINT(-8.6267087 41.1488183)
335560382,POINT(-8.6288756 41.1512449)
335560491,POINT(-8.6268664 41.1545679)
335560768,POINT(-8.6237625 41.1555921)
335560973,POINT(-8.6248862 41.1555341)
335561055,POINT(-8.6208326 41.1559418)
335561064,POINT(-8.6191649 41.155516)
335561262,POINT(-8.6275955 41.1535662)
335561263,POINT(-8.626827 41.1544518)
335561787,POINT(-8.6287711 41.1544997)
335561971,POINT(-8.6253677 41.1556127)
335561972,POINT(-8.625395 41.1555223)
335561973,POINT(-8.6251675 41.1553246)
335562043,POINT(-8.6256849 41.1546666)
335562045,POINT(-8.6254321 41.1537299)
335562324,POINT(-8.6302637 41.1592048)
335562443,POINT(-8.6331573 41.1614002)
335691896,POINT(-8.6328921 41.1526593)
335739273,POINT(-8.6344713 41.1649164)
335739282,POINT(-8.6346355 41.1671189)
335739291,POINT(-8.6367948 41.1691875)
335739965,POINT(-8.6317625 41.1668039)
335739966,POINT(-8.6308215 41.1667872)
335739968,POINT(-8.6304068 41.1667862)
335740649,POINT(-8.6272802 41.1669989)
335740651,POINT(-8.6288332 41.1676617)
335740658,POINT(-8.6321087 41.1695208)
335740659,POINT(-8.6327483 41.1695732)
335740663,POINT(-8.6361606 41.168819)
335740866,POINT(-8.6299163 41.1680878)
335741102,POINT(-8.6305327 41.1684028)
343634447,POINT(-8.5820812 41.1683147)
343634450,POINT(-8.5818114 41.1680729)
343634452,POINT(-8.5813204 41.1678711)
343634458,POINT(-8.5821792 41.1665494)
343634484,POINT(-8.5859983 41.1657019)
343634488,POINT(-8.5875342 41.1658474)
343634510,POINT(-8.5854753 41.1630116)
343634513,POINT(-8.5882631 41.1638928)
343634517,POINT(-8.5884332 41.1635747)
343634520,POINT(-8.5856669 41.162687)
343634530,POINT(-8.5819765 41.1613429)
343634545,POINT(-8.5831251 41.1601923)
343634558,POINT(-8.585547 41.1577735)
343634560,POINT(-8.5857255 41.1627072)
343634564,POINT(-8.5860221 41.1614946)
343634570,POINT(-8.584285 41.159295)
343634572,POINT(-8.5861685 41.1619234)
343634580,POINT(-8.5888015 41.1629638)
343634587,POINT(-8.5809478 41.170578)
343634589,POINT(-8.5842679 41.1694073)
343634591,POINT(-8.5835017 41.1691913)
343634593,POINT(-8.5832426 41.1697124)
343634599,POINT(-8.582279 41.1694391)
343634602,POINT(-8.581953 41.1700923)
343634615,POINT(-8.5813842 41.1701104)
343634623,POINT(-8.59154 41.1695389)
343634624,POINT(-8.5930058 41.1704371)
343634626,POINT(-8.5948911 41.17106)
343634629,POINT(-8.59609 41.1696075)
343634631,POINT(-8.5967162 41.1675058)
343634632,POINT(-8.5928213 41.1688524)
343634635,POINT(-8.5972933 41.1668043)
343634636,POINT(-8.5921843 41.1691954)
343634638,POINT(-8.5945298 41.1695336)
343634639,POINT(-8.5935168 41.1684879)
343634640,POINT(-8.6034918 41.1699541)
343634646,POINT(-8.6027332 41.1654772)
343634648,POINT(-8.6034606 41.1666329)
343634649,POINT(-8.6034897 41.1685846)
343646649,POINT(-8.6063584 41.1654078)
343646655,POINT(-8.6053973 41.16542)
343646659,POINT(-8.6052826 41.1619744)
343646660,POINT(-8.6053094 41.1639547)
343646661,POINT(-8.6033107 41.1642493)
343646662,POINT(-8.6021711 41.1646123)
343646665,POINT(-8.6035558 41.1654442)
343646666,POINT(-8.6034745 41.1677979)
343646668,POINT(-8.6016946 41.1667197)
343646669,POINT(-8.6007548 41.1659928)
343646672,POINT(-8.6023529 41.1648946)
343646675,POINT(-8.6018867 41.1641993)
343646678,POINT(-8.600245 41.1654348)
343646683,POINT(-8.597633 41.1682719)
343646684,POINT(-8.5981991 41.167062)
343646685,POINT(-8.6012913 41.1683894)
343646686,POINT(-8.6014923 41.1671478)
343646688,POINT(-8.6112781 41.1709494)
343646689,POINT(-8.608551 41.1694097)
343646697,POINT(-8.6111674 41.1717854)
343646706,POINT(-8.606388 41.1699383)
343646709,POINT(-8.6108886 41.1667825)
343646731,POINT(-8.6157302 41.1677148)
343646734,POINT(-8.6231535 41.1675394)
343646735,POINT(-8.625176 41.167059)
343646736,POINT(-8.6194438 41.1712211)
343646737,POINT(-8.617606 41.1699895)
343646740,POINT(-8.6230997 41.1677266)
343646741,POINT(-8.6223014 41.1678284)
343646742,POINT(-8.6197025 41.1688058)
343646747,POINT(-8.6217522 41.1695017)
343646748,POINT(-8.6180107 41.1717345)
343646749,POINT(-8.6164434 41.1718034)
343646751,POINT(-8.6174141 41.1701197)
343646752,POINT(-8.6185184 41.170669)
343646753,POINT(-8.6201518 41.1707672)
343646757,POINT(-8.6186548 41.1694035)
343646762,POINT(-8.6237042 41.1689379)
343646764,POINT(-8.6242945 41.1717693)
343646768,POINT(-8.6260927 41.1645684)
343646769,POINT(-8.6309765 41.1679046)
343646771,POINT(-8.638472 41.1661674)
343646772,POINT(-8.6327818 41.1641134)
343646776,POINT(-8.6377248 41.1666118)
343646781,POINT(-8.6377548 41.1617864)
343646786,POINT(-8.6390247 41.1627453)
343646787,POINT(-8.641946 41.1600947)
343646789,POINT(-8.635943 41.1597569)
343646790,POINT(-8.6342272 41.160495)
343646791,POINT(-8.635313 41.1617584)
343646792,POINT(-8.6339387 41.162373)
343646793,POINT(-8.6344333 41.1621489)
343646810,POINT(-8.624854 41.1644207)
343646818,POINT(-8.6232099 41.1642131)
343646831,POINT(-8.6142504 41.1630941)
343646851,POINT(-8.6126976 41.1618918)
345296684,POINT(-8.6151747 41.1480124)
349907698,POINT(-8.6106784 41.1588228)
353287405,POINT(-8.6045109 41.1587582)
353289223,POINT(-8.6397332 41.1646735)
353289224,POINT(-8.6396182 41.1646452)
353290223,POINT(-8.6415595 41.1665901)
354912241,POINT(-8.5870816 41.1490266)
354912518,POINT(-8.5880796 41.1492922)
354912520,POINT(-8.5890573 41.1471405)
401623785,POINT(-8.5883442 41.1712325)
401623786,POINT(-8.5925876 41.1738245)
402004623,POINT(-8.5985508 41.1594699)
402007436,POINT(-8.6008757 41.1599318)
403124585,POINT(-8.603983 41.1710798)
404066463,POINT(-8.582229 41.1633803)
404066469,POINT(-8.5824967 41.1638283)
404072485,POINT(-8.5811795 41.1633089)
404072500,POINT(-8.5811206 41.1643048)
404072511,POINT(-8.5819729 41.1644184)
404379906,POINT(-8.581856 41.1632155)
404746426,POINT(-8.5826485 41.1634366)
404746922,POINT(-8.6064142 41.1701575)
404754608,POINT(-8.598162 41.1593117)
404754615,POINT(-8.5980121 41.1607141)
404754617,POINT(-8.5983147 41.1607479)
404756386,POINT(-8.5985784 41.1593063)
404770462,POINT(-8.5980519 41.1590731)
404785592,POINT(-8.5979698 41.160975)
406359726,POINT(-8.5975254 41.166228)
408438888,POINT(-8.593186 41.1664025)
408438890,POINT(-8.5942307 41.1649573)
408439364,POINT(-8.6628029 41.1638293)
408439365,POINT(-8.6571788 41.1705033)
409083012,POINT(-8.6550308 41.1730951)
409089302,POINT(-8.5843902 41.1646164)
409114759,POINT(-8.582209 41.1639651)
409117206,POINT(-8.5861261 41.1632036)
409117207,POINT(-8.5851715 41.164897)
409118177,POINT(-8.5899295 41.1686383)
409770937,POINT(-8.5855356 41.1630296)
409771021,POINT(-8.5870973 41.1659747)
409771176,POINT(-8.5862501 41.1652519)
409972857,POINT(-8.5908796 41.1600256)
409973397,POINT(-8.5911631 41.1594247)
410199071,POINT(-8.6618451 41.1765905)
410199074,POINT(-8.6631959 41.1769845)
410370673,POINT(-8.5885281 41.1671136)
410371870,POINT(-8.5932799 41.1700986)
410768934,POINT(-8.6623152 41.1770694)
410769895,POINT(-8.6619819 41.1766406)
410769901,POINT(-8.6575202 41.1706814)
410770703,POINT(-8.6516917 41.1748255)
411014377,POINT(-8.5832945 41.1650348)
411014900,POINT(-8.5824412 41.1653447)
411014903,POINT(-8.5819235 41.1653477)
411014904,POINT(-8.5818303 41.1655249)
411014909,POINT(-8.5821759 41.1653453)
411018958,POINT(-8.5840489 41.1631458)
411029259,POINT(-8.6233537 41.1709128)
411029260,POINT(-8.6230011 41.1708945)
411029269,POINT(-8.6233032 41.1704908)
411502730,POINT(-8.5980485 41.1621916)
411502734,POINT(-8.5988427 41.1616882)
411504965,POINT(-8.5972921 41.1700292)
411504967,POINT(-8.6052572 41.1737054)
411504968,POINT(-8.6055919 41.1737442)
411504969,POINT(-8.6058841 41.1738436)
411504977,POINT(-8.5997536 41.1746799)
411504984,POINT(-8.6012372 41.1737971)
411504999,POINT(-8.5989794 41.1733718)
411506246,POINT(-8.6060761 41.1743536)
411831027,POINT(-8.6177653 41.1710875)
411831032,POINT(-8.6170037 41.1737785)
411835382,POINT(-8.5975134 41.1722701)
411835384,POINT(-8.5964557 41.1726276)
411835470,POINT(-8.5981883 41.1720362)
411842524,POINT(-8.5990691 41.1644174)
411909880,POINT(-8.6025153 41.1545412)
412246600,POINT(-8.6063233 41.1785504)
412246602,POINT(-8.6039188 41.1763862)
412246608,POINT(-8.606237 41.1783471)
412248019,POINT(-8.6001937 41.1758894)
412249442,POINT(-8.6037607 41.1737035)
412508453,POINT(-8.5911919 41.1562443)
412513628,POINT(-8.5850175 41.1608546)
412513636,POINT(-8.5828033 41.1633002)
412525204,POINT(-8.589153 41.1640213)
412753749,POINT(-8.6748615 41.1526115)
413275483,POINT(-8.5813789 41.1617012)
413301102,POINT(-8.5803064 41.1639561)
413301106,POINT(-8.5799505 41.1640906)
413301118,POINT(-8.577157 41.1654484)
413301119,POINT(-8.5771391 41.1655795)
413301124,POINT(-8.5787479 41.1648191)
414120959,POINT(-8.5939305 41.1508852)
414120971,POINT(-8.5911068 41.1555492)
414120979,POINT(-8.591988 41.1525454)
414120991,POINT(-8.5935685 41.1509726)
414127321,POINT(-8.5852078 41.1555733)
414127323,POINT(-8.584751 41.1558137)
414127327,POINT(-8.5847749 41.1560588)
414134058,POINT(-8.5851449 41.1466842)
414134063,POINT(-8.5831905 41.1535142)
414134066,POINT(-8.5825627 41.1535005)
414134077,POINT(-8.5816931 41.1540245)
414134080,POINT(-8.5821095 41.1543684)
414134082,POINT(-8.5823448 41.1543892)
414134087,POINT(-8.5829157 41.1538762)
414905299,POINT(-8.5915151 41.1555563)
414905350,POINT(-8.5848673 41.1580388)
414905368,POINT(-8.5851736 41.1573757)
414913213,POINT(-8.5797621 41.1561827)
414913214,POINT(-8.5785407 41.1562161)
414913215,POINT(-8.5786551 41.1585115)
414952117,POINT(-8.5797689 41.1562669)
414952121,POINT(-8.5819624 41.1543162)
414952136,POINT(-8.5829972 41.1567719)
414952163,POINT(-8.5824368 41.15543)
414952167,POINT(-8.5820968 41.1554415)
414952169,POINT(-8.5826352 41.1562834)
414952188,POINT(-8.5821744 41.1557997)
414952190,POINT(-8.5822925 41.1563725)
414952200,POINT(-8.5805576 41.1561434)
414952202,POINT(-8.5804181 41.1559692)
414952216,POINT(-8.5802453 41.1562459)
414952218,POINT(-8.5801673 41.1561575)
414952219,POINT(-8.5805326 41.1562284)
414952223,POINT(-8.5804352 41.1563937)
414957022,POINT(-8.5818654 41.1548212)
415398832,POINT(-8.5730468 41.1689861)
415398841,POINT(-8.5768823 41.1665282)
415406351,POINT(-8.5786371 41.1649085)
415406359,POINT(-8.5767968 41.1666165)
415408375,POINT(-8.5722692 41.1692948)
415754655,POINT(-8.5784171 41.1603402)
415754656,POINT(-8.5786276 41.1579203)
415754663,POINT(-8.5817512 41.1516311)
415754676,POINT(-8.5743583 41.1525924)
415754677,POINT(-8.5746671 41.1566954)
415754678,POINT(-8.5751918 41.1568582)
415754682,POINT(-8.577353 41.1569772)
415754684,POINT(-8.5782036 41.1574429)
415754686,POINT(-8.5786325 41.1586951)
415754694,POINT(-8.5736541 41.1533)
415754699,POINT(-8.5740455 41.15464)
415754700,POINT(-8.574202 41.1551769)
416007714,POINT(-8.6093197 41.1729674)
416007715,POINT(-8.6061999 41.1709749)
416007716,POINT(-8.607905 41.1699536)
416007717,POINT(-8.6081611 41.1697339)
416007718,POINT(-8.6082111 41.1696899)
416007719,POINT(-8.6079414 41.1697067)
416007724,POINT(-8.6079482 41.1700362)
416007731,POINT(-8.6083251 41.1698499)
416007742,POINT(-8.6070771 41.1683575)
416011692,POINT(-8.6216055 41.1698496)
416011733,POINT(-8.6231372 41.1702881)
416355034,POINT(-8.5998841 41.1650429)
416480025,POINT(-8.6491062 41.1809109)
417011929,POINT(-8.5965553 41.1617417)
417058186,POINT(-8.590461 41.1562481)
417058205,POINT(-8.5904553 41.1555498)
417058220,POINT(-8.5910655 41.1565648)
417153179,POINT(-8.5916487 41.1595837)
417153187,POINT(-8.5917886 41.1602845)
417998888,POINT(-8.6034882 41.1693857)
417998906,POINT(-8.6043871 41.1684439)
418191593,POINT(-8.6057303 41.1696451)
418198684,POINT(-8.5974529 41.1653961)
420446029,POINT(-8.6648174 41.160794)
420446030,POINT(-8.6640133 41.1596696)
420446037,POINT(-8.6626467 41.1616436)
420774512,POINT(-8.6094057 41.1813442)
420776894,POINT(-8.5971299 41.1823057)
420776909,POINT(-8.5971772 41.1821772)
420776943,POINT(-8.5992448 41.1779307)
420776961,POINT(-8.5947706 41.1802637)
420777494,POINT(-8.6008484 41.1739079)
420777495,POINT(-8.5994616 41.1716092)
422547977,POINT(-8.6438713 41.1703707)
422547991,POINT(-8.6421294 41.1707197)
423185164,POINT(-8.5990569 41.1491025)
424013916,POINT(-8.5830108 41.1645469)
424016753,POINT(-8.5816764 41.1657348)
424016817,POINT(-8.5790341 41.1711627)
424016854,POINT(-8.5760095 41.174448)
424016883,POINT(-8.5779608 41.1745614)
424016886,POINT(-8.5774629 41.1742633)
424016887,POINT(-8.5764921 41.1741576)
424020212,POINT(-8.5782531 41.1742985)
424029086,POINT(-8.5817286 41.1648012)
424548279,POINT(-8.5822508 41.1675194)
424548338,POINT(-8.5841683 41.1677204)
424548349,POINT(-8.5847278 41.1675666)
425725650,POINT(-8.6101283 41.1703101)
425725651,POINT(-8.6062487 41.164361)
425725652,POINT(-8.6123058 41.1683638)
425725925,POINT(-8.6230318 41.1705142)
425727393,POINT(-8.6228993 41.1691637)
425743085,POINT(-8.6261528 41.1716148)
427067703,POINT(-8.627145 41.1481224)
427067714,POINT(-8.6290736 41.1513117)
427067727,POINT(-8.6254981 41.1488361)
427277889,POINT(-8.594235 41.1556393)
